commissioning_date,energy_source_level_1,energy_source_level_2,technology,electrical_capacity,dso,gsrn_id,postcode,municipality_code,municipality,address,address_number,utm_east,utm_north,lat,lon,hub_height,rotor_diameter,manufacturer,model,data_source
4/8/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,849,Jammerbugt,Røgild by,4a,539259.8,6331030,57.12089,9.64838,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
4/12/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,376,Guldborgsund,"Hjelm By, Majbølle",11a,677648.4,6078314,54.82043,11.76515,24,23,BONUS,150/30 kW,Energistyrelsen
4/14/88,Renewable energy,Wind,Onshore,0.1,,5.71E+17,,390,Vordingborg,"Tostenæs, Møn",5a,701325,6091554,54.93028,12.14234,30,19,Windmatic,WIND MATIC 19 S,Energistyrelsen
4/16/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,550,Tønder,Øster Gammelby,4,484359.9,6094363,54.9959,8.75553,0.1,0.1,Ukendt,Ukendt-Ukendt,Energistyrelsen
4/18/88,Renewable energy,Wind,Onshore,0.27,,5.71E+17,,810,Brønderslev,"Svennum By, Jerslev",1a,567036.4,6348508,57.27466,10.11175,31,0.1,Vindsyssel,Ukendt-Vindsyssel,Energistyrelsen
4/28/88,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,851,Ålborg,"Stae By, V. Hassing",7q,565022,6324642,57.0606,10.07213,30,26,Nordex,N 27/225,Energistyrelsen
5/2/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,336,Stevns,Havnelev,21,712500.9,6130918,55.27879,12.34586,28.5,24,Wincon,W 200/26,Energistyrelsen
5/14/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,851,Ålborg,"V. Hassing, V, Hassing",33c,565233.4,6324723,57.0613,10.07563,30,25.4,Wincon,M 213,Energistyrelsen
5/15/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,787,Thisted,Skjoldborg,16a,474976.6,6306716,56.90347,8.58914,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
5/20/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,376,Guldborgsund,"Riserup, Nørre Vedby","5a,1a",681752.8,6087502,54.90142,11.83473,24.5,23,BONUS,150 kW,Energistyrelsen
5/24/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,550,Tønder,Sølsted,140,488567.5,6098208,55.03057,8.82114,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
5/27/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,376,Guldborgsund,"Skelby By, Skelby",36b,687893.2,6055580,54.61265,11.90973,24.5,23,BONUS,150   - MK l,Energistyrelsen
6/1/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,360,Lolland,Sandby L,18d,631741,6083579,54.88188,11.05359,24,23,BONUS,150 kW,Energistyrelsen
6/1/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,615,Horsens,Tyrsting By og Sogn,4a,534146.4,6199800,55.94237,9.54669,30,23,BONUS,150,Energistyrelsen
6/1/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,360,Lolland,Sandby L,18d,631903.8,6083532,54.88142,11.0561,24,23,BONUS,150 kW,Energistyrelsen
6/7/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,813,Frederikshavn,"Gydeje, Torslev",6e,579896.7,6354299,57.3246,10.32684,30.3,23.2,Wind World,W 2320-160 ,Energistyrelsen
6/9/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,791,Viborg,"Knud by, Tårup",17k,515526.2,6267115,56.54812,9.25253,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
6/14/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,306,Odsherred,"Nr. Asmindrup By, Nr. Asmindrup",2a,664295.9,6197027,55.89063,11.62723,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
6/14/88,Renewable energy,Wind,Onshore,0.1,,5.71E+17,,787,Thisted,"Kølbygård Hgd., Hunstrup Sogn",1i,489386.4,6321191,57.03406,8.82512,24,20,Vestas Wind Systems A/S,V 20,Energistyrelsen
6/14/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,306,Odsherred,"Nr. Asmindrup By, Nr. Asmindrup",2a,664410.9,6197191,55.89206,11.62917,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
6/14/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,306,Odsherred,"Nr. Asmindrup By, Nr. Asmindrup",2a,664340.6,6197378,55.89377,11.62816,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
6/15/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,787,Thisted,Hassing,6i,467466.3,6296560,56.81177,8.46713,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
6/27/88,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,370,Næstved,"Klinteby By, Karrebæk",8a,664503.6,6119122,55.19126,11.58424,31.5,26,Dencon,TORNADO 250  ,Energistyrelsen
6/27/88,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,370,Næstved,"Klinteby By, Karrebæk",8a,664744.2,6119054,55.19057,11.58798,31.5,26,Dencon,TORNADO 250  ,Energistyrelsen
6/27/88,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,370,Næstved,"Klinteby By, Karrebæk",8a,664623.7,6119087,55.19091,11.58611,31.5,26,Dencon,TORNADO 250  ,Energistyrelsen
7/1/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,330,Slagelse,Eggeslevmagle,10a,648756.3,6126524,55.26271,11.34101,29,24,Wincon,W 200 ,Energistyrelsen
7/21/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,390,Vordingborg,Allerslev,16b,695732.9,6108456,55.08418,12.06676,24.5,23,BONUS,150/30 kW,Energistyrelsen
8/2/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,860,Hjørring,"Horne By, Hirtshals",124apa,556805.9,6382556,57.58186,9.95,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
8/8/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,479,Svendborg,"Gesinge By, Bjerreby",18a,597829.2,6093581,54.97952,10.52862,30,23,Windmatic,22 S,Energistyrelsen
8/17/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,851,Ålborg,Fjellerad by,2e,560807.4,6310254,56.93194,9.99918,30,22,Vindsyssel,VS 150 ,Energistyrelsen
8/23/88,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,330,Slagelse,Kirkerup,6a,657432.9,6137209,55.35594,11.4834,30,23,Danwin,DW 23 C 180/40  ,Energistyrelsen
8/30/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,370,Næstved,Snesere,14e,687156.8,6116158,55.15661,11.93766,24,23,BONUS,150 kW - 239,Energistyrelsen
9/5/88,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,265,Roskilde,Kongemarken,2c,689962.4,6171195,55.64941,12.01908,30,23,Danwin,DW 23-Danwin,Energistyrelsen
9/7/88,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,787,Thisted,St. Hillerslev,15b,483251.2,6317165,56.99771,8.72431,28,24,NEG Micon,NM 250,Energistyrelsen
9/23/88,Renewable energy,Wind,Onshore,0.16,,5.71E+17,,849,Jammerbugt,Attrup Torslev,7f,529308.3,6322936,57.04893,9.48309,24,23,Wind World,W 2320,Energistyrelsen
9/23/88,Renewable energy,Wind,Onshore,0.16,,5.71E+17,,849,Jammerbugt,Attrup Torslev,7f,529226.1,6322992,57.04944,9.48175,24,23,Wind World,W 2320,Energistyrelsen
10/6/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,773,Morsø,Sejerslev,10a,493212.2,6310570,56.93872,8.88845,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
10/19/88,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,813,Frederikshavn,"Den østlige Del, Åsted",13a,586326.9,6369382,57.45888,10.43889,30,24,Micon,M 250,Energistyrelsen
10/19/88,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,813,Frederikshavn,"Den østlige Del, Åsted",13a,586375,6369749,57.46217,10.43982,30,24,Micon,M 250,Energistyrelsen
10/21/88,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,860,Hjørring,"Guldager By, Vrejlev",4d,558656.6,6362041,57.39736,9.97602,30,23.2,Danwin,DW 23-180  ,Energistyrelsen
10/27/88,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,390,Vordingborg,"Stavreby By, Jungshoved",6a,701189.4,6108235,55.08002,12.15195,30,23.2,Danwin,DW 23 F,Energistyrelsen
10/27/88,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,390,Vordingborg,"Stavreby By, Jungshoved",6a,701266.3,6108166,55.07937,12.15311,30,23.2,Danwin,DW 23 F,Energistyrelsen
10/31/88,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,306,Odsherred,"Sidinge By, Vig",3d,666125.8,6190712,55.83332,11.65259,30,25,Danwin,DW 24-Danwin,Energistyrelsen
11/21/88,Renewable energy,Wind,Onshore,0.16,,5.71E+17,,370,Næstved,Aversi,6e,680433.3,6137304,55.34889,11.84581,30,23.2,Wind World,WW 2320,Energistyrelsen
11/23/88,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,820,Vesthimmerlands,Gøttrup by,5c,520454.7,6294962,56.7981,9.3349,30,24,Micon,M 530-250  ,Energistyrelsen
11/23/88,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,820,Vesthimmerlands,Gøttrup by,5c,520308.6,6295035,56.79876,9.33252,28.7,24,Micon,530/250  ,Energistyrelsen
12/1/88,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,Velling Mærsk,34,457923.6,6208892,56.02342,8.32494,31.5,27,Vestas Wind Systems A/S,V 27-225 ,Energistyrelsen
12/1/88,Renewable energy,Wind,Onshore,0.13,,5.71E+17,,400,Bornholm,Nyker,11d,869201.8,6126511,55.14713,14.79628,31,19,Windmatic,VM 20 S,Energistyrelsen
12/1/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,329,Ringsted,"Ørslev Under Skoven, Bringstrup",10a,671883,6151426,55.47871,11.71983,30,25,Vestas Wind Systems A/S,V 25,Energistyrelsen
12/1/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,376,Guldborgsund,Gedesby,8a,688234.1,6055063,54.60788,11.91467,24.5,23,BONUS,150   - MK l,Energistyrelsen
12/1/88,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,Velling Mærsk,34,457907.3,6208990,56.0243,8.32466,31.5,27,Vestas Wind Systems A/S,V 27-225 ,Energistyrelsen
12/1/88,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,Velling Mærsk,34,457889.5,6209088,56.02518,8.32436,31.5,27,Vestas Wind Systems A/S,V 27-225 ,Energistyrelsen
12/1/88,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,760,Ringkøbing-Skjern,Velling Mærsk,34,457941.8,6208793,56.02253,8.32524,31.5,27,Vestas Wind Systems A/S,V 27-225 ,Energistyrelsen
12/1/88,Renewable energy,Wind,Onshore,0.13,,5.71E+17,,400,Bornholm,Nyker,38a,869314.3,6126282,55.145,14.79773,31,19,Windmatic,VM 20 S,Energistyrelsen
12/15/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,849,Jammerbugt,"Nørhalne By, Biersted Sogn",3n,553373.4,6337425,57.17691,9.88281,30,23,BONUS,20-150/30  ,Energistyrelsen
12/15/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,849,Jammerbugt,"Nørhalne By, Biersted Sogn",3n,553569.3,6337386,57.17654,9.88604,30,23,BONUS,20-150/30  ,Energistyrelsen
12/16/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,813,Frederikshavn,"Hørbylund Hgd., Hørby",5a,583097.7,6358715,57.36369,10.38147,0.1,0.1,Wind World,Ukendt-Wind World,Energistyrelsen
12/21/88,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,550,Tønder,Åbøl,136,504688.3,6121417,55.23924,9.07373,30,23.2,Wind World,WW 2320-180 ,Energistyrelsen
12/22/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,376,Guldborgsund,"Hasselø By, Væggerløse",3a,686649.1,6068223,54.72659,11.89857,30,24,Danwin,DW 52-521-10,Energistyrelsen
12/27/88,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,376,Guldborgsund,"Hasselø By, Væggerløse","3a,4a",686457.1,6068002,54.72468,11.89545,30,24,Danwin,DW 24 C-Danwin,Energistyrelsen
12/28/88,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,810,Brønderslev,"Dronninglund By, Dronninglund Sogn",100ag,578649.9,6337197,57.17123,10.30072,32,23,BONUS,150/30 kW,Energistyrelsen
1/9/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,779,Skive,Torum,1a,502798.4,6289418,56.74874,9.04576,30,23,BONUS,150/30 kW,Energistyrelsen
1/12/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,810,Brønderslev,"Aså By, Aså-Melholt",2a,583919.4,6337240,57.17068,10.38785,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
1/13/89,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,510,Haderslev,Melkær,107,503666.6,6121491,55.23992,9.05766,30,23.2,Wind World,WW 2320-180 ,Energistyrelsen
1/15/89,Renewable energy,Wind,Onshore,0.055,,5.71E+17,,671,Struer,Hellerød by,2f,473570.9,6275156,56.61987,8.56932,24,15,Vestas Wind Systems A/S,HVK 15,Energistyrelsen
1/20/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,773,Morsø,Frøslev,4a,485384.7,6295830,56.80612,8.76065,30,24,Danwin,DW 24-Danwin,Energistyrelsen
1/20/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,773,Morsø,Frøslev,4a,485374.1,6295730,56.80522,8.76049,30,24,Danwin,DW 24-Danwin,Energistyrelsen
1/20/89,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,253,Greve,Karlslunde,19a,701442.9,6163407,55.57492,12.19554,30,23.2,Danwin,DW 23-Danwin,Energistyrelsen
1/20/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,773,Morsø,Frøslev,4a,485395.4,6295929,56.80701,8.76082,30,24,Danwin,DW 24-Danwin,Energistyrelsen
1/20/89,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,253,Greve,Karlslunde,19a,701470.8,6163555,55.57624,12.19609,30,23.2,Danwin,DW 23-Danwin,Energistyrelsen
1/26/89,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,661,Holstebro,"Råst By, Råst",4a,484332.1,6263108,56.51211,8.74541,30,26,Nordex,N 27/225,Energistyrelsen
2/1/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,330,Slagelse,Høve,7a,651857.3,6125668,55.25408,11.3893,30,24,Danwin,DW 24-Danwin,Energistyrelsen
2/1/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,330,Slagelse,Høve,7a,651908,6125723,55.25456,11.39013,30,24,Danwin,DW 24-200,Energistyrelsen
2/6/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,710,Favrskov,Aunstrup,4n,548490.5,6246268,56.3586,9.78478,0.1,30.6,DWP,D 150 S,Energistyrelsen
2/7/89,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,849,Jammerbugt,"Biersted, Biersted",2a,548786.8,6332575,57.13386,9.80601,30,24,NEG Micon,NM 250,Energistyrelsen
2/7/89,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,849,Jammerbugt,"Bjørnekær Hovedgård, Biersted",2a,548692.8,6332733,57.13529,9.80449,30,24,NEG Micon,NM 250,Energistyrelsen
2/10/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,860,Hjørring,"Vollerup By, Em",9n,553944.8,6356405,57.34733,9.89639,30.3,23.2,Wind World,W 2320-150 ,Energistyrelsen
2/20/89,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,550,Tønder,Arrild,4,497431.2,6110805,55.1439,8.9597,30,24,NEG Micon,NM 450-250  ,Energistyrelsen
3/1/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,320,Faxe,Roholte,1a,698349.7,6120364,55.18999,12.11601,30,23,BONUS,150/30 kW,Energistyrelsen
3/7/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,756,Ikast-Brande,Over Isen By,3b,514499.1,6216416,56.09265,9.23304,31,25,Wind World,W 2500-150 ,Energistyrelsen
3/11/89,Renewable energy,Wind,Onshore,0.018,,5.71E+17,,400,Bornholm,,,873847.3,6120597,55.09079,14.86101,25,10.4,Reymo,"18,5-Reymo",Energistyrelsen
3/13/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,860,Hjørring,"Stendal, Tårs",3a,573571.2,6361525,57.39056,10.22398,30.3,23.2,Wind World,W 2320-150 ,Energistyrelsen
3/22/89,Renewable energy,Wind,Onshore,0.075,,5.71E+17,,787,Thisted,Ræhr,5a,479187.4,6327722,57.09238,8.65654,22,17.5,Hanstholm Møllen,HM 17 75  ,Energistyrelsen
3/23/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,760,Ringkøbing-Skjern,Degneboligen Ølstrup,3a,464927.3,6219119,56.11587,8.43596,28.7,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
3/23/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,760,Ringkøbing-Skjern,Degneboligen Ølstrup,3a,465024.2,6219082,56.11554,8.43752,28.7,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
3/31/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,860,Hjørring,"Skibsby By, Skt. Olai",13a,562130.3,6371672,57.4834,10.03625,0.1,0.1,Vindsyssel,VS 150 ,Energistyrelsen
3/31/89,Renewable energy,Wind,Onshore,0.45,,5.71E+17,,580,Aabenraa,Bovrup,192,538079.9,6092302,54.97617,9.59494,35,36,BONUS,450 kW,Energistyrelsen
3/31/89,Renewable energy,Wind,Onshore,0.45,,5.71E+17,,580,Aabenraa,Bovrup,192,538072.5,6092403,54.97708,9.59484,35,36,BONUS,450 kW,Energistyrelsen
4/4/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,376,Guldborgsund,Krårup By Våbensted,3,663567.4,6075667,54.80146,11.54473,30,24,Danwin,DW 24 C-Danwin,Energistyrelsen
4/4/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,316,Holbæk,"Tingerup By, Soderup",3f,677452.9,6163543,55.58547,11.81562,30,24,Danwin,DW 24-Danwin,Energistyrelsen
4/4/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,316,Holbæk,"Tingerup By, Soderup",4a,677491.5,6163418,55.58433,11.81615,30,24,Danwin,DW 24-Danwin,Energistyrelsen
4/11/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,360,Lolland,"Østerby, Fejø",27b,656463.3,6093551,54.96429,11.44402,30,22.3,Wind World,W 2320-150 ,Energistyrelsen
4/12/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,561,Esbjerg,V. Vedsted,74e,480289.5,6125856,55.27876,8.68972,28.7,24,Wincon,200 kW,Energistyrelsen
4/12/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,376,Guldborgsund,"Nagelsti, Nyk.F",15a,682036.4,6069134,54.73646,11.8276,31,23.2,Wind World,W 2320-150 ,Energistyrelsen
4/17/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,306,Odsherred,"Nakke By, Rørvig",18a,671087.3,6199350,55.90912,11.73717,30,24,Danwin,DW 24-Danwin,Energistyrelsen
4/17/89,Renewable energy,Wind,Onshore,0.13,,5.71E+17,,540,Sønderborg,Sønderby,15,556705.4,6081272,54.87529,9.88373,31,20,Windmatic,VM 20 S,Energistyrelsen
4/20/89,Renewable energy,Wind,Onshore,0.13,,5.71E+17,,482,Langeland,Strynø,45f,603513.4,6084152,54.89367,10.614,24,22,Nordtank,NTK 130 F-Nordtank,Energistyrelsen
4/26/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,851,Ålborg,"V. Hassing, Hals",19h,568438.6,6322287,57.03895,10.12781,28.7,24,Wincon,W 200 ,Energistyrelsen
4/27/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,860,Hjørring,"Vrensted by, Vrensted",17l,546986.5,6352574,57.31369,9.78005,30,0.1,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
5/3/89,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,330,Slagelse,"Hyllerup, Slagelse J.",4a,646028.8,6142113,55.40349,11.30624,30,23,Danwin,d3,Energistyrelsen
5/12/89,Renewable energy,Wind,Onshore,0.16,,5.71E+17,,810,Brønderslev,"Dronninglund Enge, Dronninglund",32ad,577082.1,6330492,57.11128,10.27273,30,23,Wind World,W 2320-160 ,Energistyrelsen
5/17/89,Renewable energy,Wind,Onshore,0.03,,5.71E+17,,760,Ringkøbing-Skjern,Dejbjerg Præstegård,3a,462455.3,6204787,55.98692,8.39821,18.5,15,Vestas Wind Systems A/S,V 30-15 ,Energistyrelsen
6/6/89,Renewable energy,Wind,Onshore,0.16,,5.71E+17,,550,Tønder,Randerup,201,484109.8,6106136,55.10169,8.75096,30.6,23.6,DWP,175,Energistyrelsen
6/7/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,851,Ålborg,Volstrup by,2b,547745.1,6314270,56.96954,9.78532,30,23,BONUS,150/30 kW,Energistyrelsen
6/14/89,Renewable energy,Wind,Onshore,0.175,,5.71E+17,,773,Morsø,Lødderup,12a,488685.6,6293521,56.78547,8.81481,30.7,23.6,Windpower D,175 kW,Energistyrelsen
6/15/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,479,Svendborg,"Oure By, Oure",20bs,610142.9,6108894,55.11449,10.72684,30,25,Vestas Wind Systems A/S,V 25-200 ,Energistyrelsen
6/16/89,Renewable energy,Wind,Onshore,0.12,,5.71E+17,,810,Brønderslev,"Vestergård, Voer",7a,579612.9,6346533,57.25491,10.31963,30,23.2,Wind World,WW 2320-120 ,Energistyrelsen
6/21/89,Renewable energy,Wind,Onshore,0.175,,5.71E+17,,846,Mariagerfjord,Staverslund Gde.,1d,554634.6,6280392,56.66447,9.89137,30.7,22.2,DWP,D 175 S,Energistyrelsen
6/21/89,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,510,Haderslev,Melkær,107,503652.6,6121606,55.24095,9.05744,30,23.2,Wind World,WW 2320-180 ,Energistyrelsen
7/3/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,329,Ringsted,"Bøstofte, Kværkeby",20a,680412.8,6150850,55.47047,11.85425,30,24,SLETTES-Danwind,DW 24-Danwin,Energistyrelsen
7/6/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,580,Aabenraa,Burkal,17,502765.5,6085012,54.91211,9.04314,30,27,Nordex,N 27/150,Energistyrelsen
7/13/89,Renewable energy,Wind,Onshore,0.1,,5.71E+17,,860,Hjørring,"Gunderup By, Vrejlev",6m,559103.4,6359215,57.37192,9.98277,31,24.6,Wind World,W 2460-100 ,Energistyrelsen
7/24/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,741,Samsø,"Nordby by, Nordby",12m,597674.8,6203150,55.96375,10.56472,30,23,BONUS,150/30 kW,Energistyrelsen
8/18/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,860,Hjørring,"Gunderup By, Vrejlev",6m,559102.9,6359150,57.37134,9.98275,31,25,Wind World,W 2500-150 ,Energistyrelsen
8/31/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,376,Guldborgsund,"Hasselø By, Væggerløse","3a,4a",686570.6,6068132,54.7258,11.89729,30,24,Danwin,DW 24 C-Danwin,Energistyrelsen
9/14/89,Renewable energy,Wind,Onshore,0.18,,5.71E+17,,550,Tønder,Åbøl,136,504731.3,6121330,55.23846,9.0744,30,23.2,Wind World,WW 2320-180 ,Energistyrelsen
9/15/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,787,Thisted,Villerup,6c,461771.1,6295271,56.79976,8.37405,30,23.8,BONUS,150   - MK ll,Energistyrelsen
9/28/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,510,Haderslev,Halk,6,540473.6,6115478,55.18424,9.63563,30,23.8,BONUS,150 kW,Energistyrelsen
10/2/89,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,370,Næstved,"Menstrup By, Marvede",21a,665129.8,6121663,55.21386,11.59555,31.5,26,Dencon,TORNADO 250  ,Energistyrelsen
10/2/89,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,370,Næstved,"Menstrup By, Marvede",21a,665025,6121736,55.21455,11.59395,31.5,26,Dencon,TORNADO 250  ,Energistyrelsen
10/2/89,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,370,Næstved,"Menstrup By, Marvede",21a,665234.2,6121591,55.21318,11.59715,31.5,26,Dencon,TORNADO 250  ,Energistyrelsen
10/2/89,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,370,Næstved,"Klinteby By, Karrebæk",8a,664383.6,6119157,55.19162,11.58238,31.5,26,Dencon,TORNADO 250  ,Energistyrelsen
10/15/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,671,Struer,Hvidbjerg by,11a,470827.6,6279269,56.65666,8.52415,24.5,23,BONUS,150/30 kW,Energistyrelsen
10/17/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,860,Hjørring,"Jonstrup By, Skt. Hans",2a,555445,6370526,57.47398,9.92451,31,25,Wind World,W 2500-150 ,Energistyrelsen
11/1/89,Renewable energy,Wind,Onshore,0.2,,5.71E+17,,430,Faaborg-Midtfyn,"Kvændrup By, Kværndrup",22a,600826.4,6113816,55.16069,10.58259,30,24,Danwin,DW 24-Danwin,Energistyrelsen
11/1/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,813,Frederikshavn,"Elling Hgd.,Elling",1c,588637.3,6370742,57.47065,10.47788,30,25,Wind World,W 2500-150 ,Energistyrelsen
11/7/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,851,Ålborg,Volstrup by,2n,547949.9,6314147,56.96842,9.78867,30,23,BONUS,150/30 kW,Energistyrelsen
11/7/89,Renewable energy,Wind,Onshore,0.25,,5.71E+17,,550,Tønder,Bovlund,216,502924.1,6106620,55.10629,9.04583,40,27,Nordex,N 27,Energistyrelsen
11/17/89,Renewable energy,Wind,Onshore,0.15,,5.71E+17,,316,Holbæk,"Kastrup By, Hørby",3,667357.5,6184192,55.77438,11.66823,30,24,Dan Force,DK 22-Dan Force,Energistyrelsen
11/20/89,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,360,Lolland,"Nybølle By, Horslunde",13b,643130.5,6091813,54.95269,11.23508,31.5,27,Vestas Wind Systems A/S,V 27-225 ,Energistyrelsen
11/21/89,Renewable energy,Wind,Onshore,0.225,,5.71E+17,,860,Hjørring,"Vejby By, Vejby",8c,551700.1,6362081,57.39857,9.86029,29,27,Danwin,DW 27-225  ,Energistyrelsen
11/23/89,Renewable energy,Wind,Onshore,0.175,,5.71E+17,,779,Skive,Grinderslev,1az,504688.7,6280759,56.67093,9.07651,30,25,Vestas Wind Systems A/S,V 27-225 ,Energistyrelsen
